ODOMETRY 0.0021626997974252306 -0.0018203169577659646 -0.0053567427332400445
SENSOR 0 3.156767574493236 1.2406078081098524
SENSOR 15 3.0065529091039833 0.006389341203068069
SENSOR 16 0.9980470729327225 0.004996612219697103
ODOMETRY -0.00020572334975057268 0.0013751613515904048 -0.003142853735844949
SENSOR 0 3.179395131548596 1.2523004468634389
SENSOR 15 2.9972334646803493 0.008899174611388436
SENSOR 16 1.0082132125823968 -0.005598529550307433
ODOMETRY 0.010635564480113503 -7.13115204819744e-05 0.001177051742632354
SENSOR 0 3.1423180840664124 1.2423343678134757
SENSOR 15 3.0038093024646617 0.0037992649521769845
SENSOR 16 1.001417487859813 0.007293039809322849
ODOMETRY 0.0016464313496824712 -0.001154978776837148 0.004488158354735102
SENSOR 0 3.1608387889305214 1.2491072261395297
SENSOR 15 3.0060626917657793 0.005897650720542321
SENSOR 16 1.0199233565116101 -0.011322849564394409
ODOMETRY 0.003732913145930383 -0.00018972248107208708 -0.004495230181959887
SENSOR 0 3.169973322408669 1.23052096313258
SENSOR 15 2.973964300698554 -0.0019318398971058081
SENSOR 16 0.9907865284326175 -0.01117260853938623
ODOMETRY 0.00503902489163528 0.0001817446127517817 -0.0031158321833914078
SENSOR 0 3.157610914909143 1.2387420187623541
SENSOR 15 3.0116484295388757 -0.0082556111319727
SENSOR 16 1.010877394781732 -0.002038914426792343
ODOMETRY -0.0015331321205280402 -0.0002950502121825742 0.006945784508602576
SENSOR 0 3.200059131452583 1.2522078166421773
SENSOR 15 3.0069084322879336 -0.0035952186058908846
SENSOR 16 0.997358145778076 0.013519892647228002
ODOMETRY -0.0015200792311404435 0.0004952772672831595 -0.0019430495188107655
SENSOR 0 3.1587164640268286 1.2447779704780542
SENSOR 15 3.003080221836498 0.020813002939588623
SENSOR 16 1.0084439035580337 0.0159198046719637
ODOMETRY 0.0007419962393544209 -0.0005021723747143756 0.005181808354710536
SENSOR 0 3.1626577283663706 1.2578203235552003
SENSOR 15 2.999678791471362 0.0058455098931562656
SENSOR 16 0.9823576715948579 -0.0046816504923881085
ODOMETRY 0.005972227598656433 -0.0015315162583375609 -0.0018287898036121603
SENSOR 0 3.1566597154288867 1.2433648610251493
SENSOR 15 2.9867515876641706 0.00218075780554158
